TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription
40,80234,Wednesday,2340000098.0,2,HOUSEHOLD CHEMICALS/SUPP
42,40370,Thursday,7600136132.0,1,HOME DECOR
40,177821,Friday,3000026590.0,2,GROCERY DRY GOODS
40,188901,Sunday,38137102125.0,1,INFANT CONSUMABLE HARDLINES
33,180600,Saturday,2570071036.0,1,HOUSEHOLD PAPER GOODS
40,185649,Sunday,2900001903.0,1,DSD GROCERY
40,74837,Tuesday,3663202809.0,1,DAIRY
40,16184,Sunday,68113132894.0,1,PRODUCE
40,10741,Saturday,7874206339.0,1,HOUSEHOLD PAPER GOODS
44,154536,Monday,7874201020.0,1,GROCERY DRY GOODS
36,50069,Saturday,7940033943.0,1,PERSONAL CARE
24,51096,Saturday,68113105214.0,3,PERSONAL CARE
999,50234,Saturday,1326260914.0,-2,"GIRLS WEAR, 4-6X  AND 7-14"
26,65394,Monday,78175610062.0,1,HARDWARE
40,158164,Tuesday,3338360152.0,1,PRODUCE
40,100734,Sunday,4282552942.0,1,BOYS WEAR
40,118140,Tuesday,5100021884.0,2,GROCERY DRY GOODS
37,86993,Friday,7146401772.0,1,PRODUCE
30,151861,Monday,7278203279.0,1,OFFICE SUPPLIES
40,98018,Saturday,34200220005.0,1,PHARMACY OTC
40,97162,Saturday,3700000080.0,1,HOUSEHOLD CHEMICALS/SUPP
26,190991,Sunday,72398700110.0,1,HARDWARE
33,37276,Wednesday,3700089074.0,1,HOUSEHOLD PAPER GOODS
44,53830,Saturday,1966303999.0,1,PERSONAL CARE
40,22392,Monday,1111105124.0,1,PERSONAL CARE
39,149401,Sunday,4900002890.0,1,DSD GROCERY
9,23218,Monday,83032400424.0,1,IMPULSE MERCHANDISE
3,188682,Sunday,68113163351.0,1,FINANCIAL SERVICES
39,23014,Monday,2840042177.0,1,DSD GROCERY
25,15139,Sunday,2340000098.0,1,HOUSEHOLD CHEMICALS/SUPP
8,43539,Friday,7142901158.0,1,GROCERY DRY GOODS
7,147768,Sunday,2840023985.0,1,DSD GROCERY
31,61217,Sunday,61021463268.0,1,WIRELESS
24,5417,Friday,7940025740.0,1,PERSONAL CARE
40,179770,Saturday,84090303453.0,1,ACCESSORIES
40,123445,Wednesday,7940018182.0,1,PERSONAL CARE
40,108635,Monday,4133103782.0,1,GROCERY DRY GOODS
37,180806,Saturday,4046.0,1,PRODUCE
39,12132,Saturday,71785447009.0,1,FROZEN FOODS
36,119766,Wednesday,7033072262.0,2,PERSONAL CARE
42,90320,Friday,68113107862.0,1,BAKERY
38,65781,Monday,7225003706.0,1,COMM BREAD
29,20444,Monday,68934434821.0,1,SPORTING GOODS
8,138521,Saturday,3862211635.0,1,COMM BREAD
39,138154,Saturday,2580002910.0,1,FROZEN FOODS
37,62611,Sunday,4045.0,-1,PRODUCE
40,77437,Wednesday,30299391416.0,1,BEAUTY
37,101949,Sunday,7675384387.0,1,COOK AND DINE
15,178884,Saturday,68113157393.0,1,HOUSEHOLD PAPER GOODS
37,146456,Sunday,75417783052.0,1,GROCERY DRY GOODS
39,86416,Thursday,4667501350.0,1,DAIRY
15,8798,Saturday,7874202127.0,1,DAIRY
42,50816,Saturday,60538862097.0,1,FINANCIAL SERVICES
40,94882,Saturday,1920089951.0,1,HOUSEHOLD CHEMICALS/SUPP
5,134002,Friday,60538862812.0,1,PHARMACY OTC
40,65839,Monday,7198090110.0,2,OFFICE SUPPLIES
12,131652,Friday,71785410623.0,2,FROZEN FOODS
38,137837,Saturday,60538871461.0,-1,DAIRY
30,25467,Monday,88652486713.0,1,SHOES
40,97308,Saturday,3800059549.0,1,GROCERY DRY GOODS
38,156042,Tuesday,7874209522.0,2,DSD GROCERY
39,173363,Friday,1900008563.0,1,"CANDY, TOBACCO, COOKIES"
40,135606,Friday,5020001921.0,1,DAIRY
32,59162,Sunday,1200001279.0,2,DSD GROCERY
9,108920,Monday,880614469370.0,1,LADIESWEAR
40,2115,Friday,2924300002.0,2,GROCERY DRY GOODS
9,44438,Friday,83032400419.0,1,IMPULSE MERCHANDISE
7,67649,Monday,68113109139.0,1,PRODUCE
999,85573,Thursday,7633311530.0,-1,AUTOMOTIVE
30,168190,Thursday,5150001124.0,1,GROCERY DRY GOODS
44,152317,Monday,4393541269.0,1,BOYS WEAR
40,58788,Sunday,25150800000.0,1,MEAT - FRESH & FROZEN
40,135890,Friday,1500004730.0,1,INFANT CONSUMABLE HARDLINES
34,186887,Sunday,60538862097.0,1,FINANCIAL SERVICES
39,129815,Thursday,4000000032.0,1,IMPULSE MERCHANDISE
40,136493,Friday,2800046631.0,1,GROCERY DRY GOODS
8,164410,Wednesday,4011.0,1,PRODUCE
8,97652,Saturday,7560904154.0,1,BEAUTY
40,150956,Monday,4460031178.0,2,LAWN AND GARDEN
39,41841,Thursday,7874203700.0,1,GROCERY DRY GOODS
40,35672,Wednesday,6827473529.0,1,DSD GROCERY
40,65008,Monday,1380016668.0,1,FROZEN FOODS
999,28114,Tuesday,66216324048.0,-1,MENS WEAR
26,75963,Wednesday,7450991326.0,1,AUTOMOTIVE
40,71459,Tuesday,81547301182.0,1,DAIRY
40,283,Friday,2900001617.0,1,DSD GROCERY
25,46636,Friday,82926814244.0,1,LADIESWEAR
42,32036,Wednesday,88796115471.0,1,TOYS
40,24933,Monday,7065226533.0,2,COOK AND DINE
36,145723,Sunday,3500068301.0,1,PERSONAL CARE
40,80094,Wednesday,3000004430.0,1,GROCERY DRY GOODS
43,99515,Saturday,60538818718.0,1,DAIRY
40,59483,Sunday,3855537016.0,1,FABRICS AND CRAFTS
9,54776,Saturday,1864325609.0,1,COOK AND DINE
9,59535,Sunday,88652488832.0,1,SHOES
33,28019,Tuesday,4650076170.0,1,HOUSEHOLD CHEMICALS/SUPP
39,80991,Wednesday,3700028265.0,1,INFANT CONSUMABLE HARDLINES
39,44118,Friday,4400001592.0,-1,DSD GROCERY
999,94646,Saturday,360734267581.0,1,BEAUTY
39,187403,Sunday,7560906641.0,1,BEAUTY
5,21504,Monday,75103870862.0,1,MENS WEAR
40,128766,Thursday,31254711353.0,1,PERSONAL CARE
37,136069,Friday,7874206229.0,1,GROCERY DRY GOODS
40,22677,Monday,2172460298.0,1,DAIRY
39,90128,Friday,3500000163.0,1,HOUSEHOLD CHEMICALS/SUPP
34,188002,Sunday,68113106987.0,1,PETS AND SUPPLIES
39,156093,Tuesday,7261370896.0,1,HOUSEHOLD CHEMICALS/SUPP
40,13832,Sunday,2100061161.0,1,GROCERY DRY GOODS
999,115063,Tuesday,7166100120.0,-1,BEAUTY
39,104983,Sunday,1904500114.0,1,PERSONAL CARE
34,185931,Sunday,2840044042.0,1,IMPULSE MERCHANDISE
8,71078,Tuesday,68113103499.0,1,BEAUTY
32,127916,Thursday,71521127690.0,1,INFANT APPAREL
39,103854,Sunday,73380310377.0,1,GROCERY DRY GOODS
40,182856,Saturday,880615609523.0,1,LADIESWEAR
32,5909,Friday,3663202725.0,1,DAIRY
24,85622,Thursday,4855240470.0,1,COOK AND DINE
5,109428,Monday,2800053970.0,1,"CANDY, TOBACCO, COOKIES"
40,84366,Thursday,2150097600.0,1,GROCERY DRY GOODS
39,110539,Monday,82415047812.0,1,PRODUCE
44,36038,Wednesday,1254743320.0,1,PERSONAL CARE
8,162850,Wednesday,7797509132.0,1,DSD GROCERY
40,173528,Friday,3940001985.0,2,GROCERY DRY GOODS
44,85670,Thursday,88694425321.0,1,BRAS & SHAPEWEAR
39,180877,Saturday,4300000037.0,1,GROCERY DRY GOODS
35,58450,Sunday,7618316363.0,1,DSD GROCERY
39,44069,Friday,2240000522.0,2,PERSONAL CARE
9,10700,Saturday,4460031259.0,1,LAWN AND GARDEN
5,30997,Tuesday,68113110523.0,2,PERSONAL CARE
42,55233,Saturday,78905061260.0,1,LADIESWEAR
36,52307,Saturday,5114193996.0,1,HARDWARE
24,36123,Wednesday,7316105093.0,1,BATH AND SHOWER
999,150557,Monday,3920897817.0,1,HARDWARE
40,56152,Sunday,1380010410.0,1,FROZEN FOODS
40,185678,Sunday,5100021243.0,1,GROCERY DRY GOODS
33,28375,Tuesday,4000000405.0,1,IMPULSE MERCHANDISE
40,76771,Wednesday,4178900217.0,24,GROCERY DRY GOODS
40,177318,Friday,3700085523.0,1,PERSONAL CARE
39,93664,Saturday,1780010764.0,1,PETS AND SUPPLIES
40,108635,Monday,2110002511.0,1,GROCERY DRY GOODS
38,141472,Saturday,3700016629.0,1,HOUSEHOLD CHEMICALS/SUPP
36,179430,Saturday,8164254739.0,1,BEAUTY
39,184645,Sunday,5400020042.0,5,HOUSEHOLD PAPER GOODS
39,170629,Thursday,2500001970.0,1,DAIRY
9,23494,Monday,1326141846.0,1,BOYS WEAR
44,95998,Saturday,78665844389.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
39,150104,Monday,7874208557.0,1,DSD GROCERY
30,103301,Sunday,88652482460.0,1,SHOES
36,121439,Wednesday,88766172808.0,1,JEWELRY AND SUNGLASSES
24,166558,Wednesday,7255400154.0,1,FROZEN FOODS
12,186146,Sunday,3338365020.0,1,PRODUCE
40,131011,Friday,694722580238.0,2,LAWN AND GARDEN
5,50493,Saturday,30169183302.0,1,PHARMACY RX
39,157773,Tuesday,7874200125.0,1,COMM BREAD
37,73876,Tuesday,22093100000.0,1,MEAT - FRESH & FROZEN
36,18635,Sunday,3500076701.0,1,PERSONAL CARE
24,114198,Tuesday,79347811004.0,1,HOME DECOR
39,22816,Monday,4900002979.0,1,DSD GROCERY
30,95013,Saturday,1119230141.0,1,HORTICULTURE AND ACCESS
42,128210,Thursday,6700852254.0,1,CELEBRATION
36,121327,Wednesday,38137001936.0,1,BEAUTY
39,176585,Friday,7874211433.0,1,DSD GROCERY
37,144165,Sunday,4048.0,1,PRODUCE
39,58617,Sunday,7874202722.0,2,GROCERY DRY GOODS
40,93555,Saturday,4790030301.0,2,GROCERY DRY GOODS
39,36020,Wednesday,1600027566.0,1,GROCERY DRY GOODS
42,47405,Friday,66699510464.0,1,LADIESWEAR
25,1868,Friday,880552312099.0,2,LADIESWEAR
5,185855,Sunday,,1,PHARMACY RX
40,49249,Saturday,3710003662.0,1,GROCERY DRY GOODS
44,84327,Thursday,7874203872.0,1,GROCERY DRY GOODS
32,58555,Sunday,1325930596.0,1,INFANT APPAREL
9,171807,Thursday,2241598376.0,1,BEDDING
24,29344,Tuesday,64600767682.0,1,BRAS & SHAPEWEAR
42,130230,Thursday,81137302091.0,1,FABRICS AND CRAFTS
27,95287,Saturday,88591124802.0,1,LAWN AND GARDEN
25,174992,Friday,880875021542.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
33,27795,Tuesday,20108800000.0,1,SERVICE DELI
24,8085,Saturday,4086.0,1,PRODUCE
5,90990,Friday,85303000202.0,1,PHARMACY OTC
32,168586,Thursday,7675333353.0,1,COOK AND DINE
37,56474,Sunday,7874237006.0,2,GROCERY DRY GOODS
40,179851,Saturday,7874235188.0,1,DAIRY
26,20244,Monday,81891401246.0,1,LAWN AND GARDEN
39,48367,Friday,3700030662.0,1,PHARMACY OTC
24,30326,Tuesday,7355869224.0,1,BEDDING
35,152331,Monday,4900000790.0,1,DSD GROCERY
39,35077,Wednesday,68113189617.0,1,FINANCIAL SERVICES
38,121629,Wednesday,2100061689.0,1,GROCERY DRY GOODS
40,185975,Sunday,33383400105.0,1,PRODUCE
35,141180,Saturday,4900003073.0,1,DSD GROCERY
31,51640,Saturday,68113102889.0,1,WIRELESS
40,90739,Friday,2240039361.0,1,PERSONAL CARE
40,182910,Saturday,2840005514.0,1,DSD GROCERY
38,62355,Sunday,4900001463.0,1,DSD GROCERY
8,173408,Friday,8768400512.0,1,DSD GROCERY
44,167310,Thursday,30041668470.0,1,PERSONAL CARE
42,95315,Saturday,4110070752.0,1,BEAUTY
40,189757,Sunday,489705373002.0,1,COOK AND DINE
39,131673,Friday,4133102891.0,1,GROCERY DRY GOODS
40,164053,Wednesday,63256500002.0,1,DSD GROCERY
39,14496,Sunday,68113102786.0,1,PRODUCE
38,66923,Monday,7874212204.0,1,DSD GROCERY
20,189539,Sunday,79749687167.0,1,AUTOMOTIVE
9,97102,Saturday,7001117714.0,-1,SHEER HOSIERY
40,115671,Tuesday,3810012891.0,1,PETS AND SUPPLIES
39,1115,Friday,7524323502.0,1,FROZEN FOODS
38,7907,Saturday,68113132923.0,1,PRODUCE
35,93052,Saturday,3400000480.0,1,IMPULSE MERCHANDISE
41,97199,Saturday,5210002737.0,1,GROCERY DRY GOODS
999,147535,Sunday,7780255422.0,1,BEAUTY
32,72766,Tuesday,7874202398.0,1,BAKERY
40,17745,Sunday,1300000466.0,1,GROCERY DRY GOODS
39,187218,Sunday,7146424080.0,1,PRODUCE
25,23199,Monday,88309620081.0,1,MENS WEAR
40,179530,Saturday,7874243403.0,1,GROCERY DRY GOODS
8,184195,Saturday,4116705545.0,1,BEAUTY
40,114460,Tuesday,7373108304.0,1,DSD GROCERY
39,27444,Tuesday,1600026282.0,1,GROCERY DRY GOODS
24,53485,Saturday,7874211482.0,1,HOUSEHOLD PAPER GOODS
8,37540,Thursday,1200011044.0,1,DSD GROCERY
8,15180,Sunday,71575610003.0,2,PRODUCE
40,174851,Friday,3800039122.0,1,GROCERY DRY GOODS
44,48930,Friday,81891401239.0,1,HOME MANAGEMENT
35,139160,Saturday,4900003165.0,2,DSD GROCERY
9,60554,Sunday,1980003674.0,1,HOUSEHOLD CHEMICALS/SUPP
42,159338,Tuesday,88764812976.0,1,BOYS WEAR
40,68641,Monday,1920079174.0,1,HOUSEHOLD CHEMICALS/SUPP
21,12227,Saturday,78175621004.0,1,HARDWARE
40,94391,Saturday,4062.0,1,PRODUCE
33,90623,Friday,7874205877.0,1,HOUSEHOLD CHEMICALS/SUPP
5,129559,Thursday,4910040008.0,1,PHARMACY OTC
40,150517,Monday,20101800000.0,1,MEAT - FRESH & FROZEN
38,39767,Thursday,68113107862.0,1,BAKERY
22,1354,Friday,2724288542.0,1,ELECTRONICS
37,144271,Sunday,4087.0,1,PRODUCE
39,80035,Wednesday,7874202246.0,1,INFANT CONSUMABLE HARDLINES
5,29656,Tuesday,30081073088.0,2,PHARMACY OTC
40,16555,Sunday,4011.0,1,PRODUCE
36,121640,Wednesday,30299392708.0,1,BEAUTY
34,67511,Monday,4133102786.0,2,GROCERY DRY GOODS
39,43551,Friday,68113110523.0,1,PERSONAL CARE
38,129104,Thursday,7874201442.0,1,PRE PACKED DELI
36,28926,Tuesday,30521046472.0,1,BEAUTY
34,163326,Wednesday,3400000666.0,1,IMPULSE MERCHANDISE
41,169913,Thursday,88513161000.0,1,INFANT CONSUMABLE HARDLINES
40,129663,Thursday,2113150475.0,1,FROZEN FOODS
39,151119,Monday,3700000080.0,1,HOUSEHOLD CHEMICALS/SUPP
33,147945,Sunday,3890200733.0,1,AUTOMOTIVE
40,161048,Tuesday,5000058299.0,2,PETS AND SUPPLIES
15,132445,Friday,7352585004.0,1,CELEBRATION
40,97728,Saturday,6414432160.0,1,GROCERY DRY GOODS
9,131432,Friday,4288741620.0,1,IMPULSE MERCHANDISE
25,131910,Friday,88882319918.0,1,MENS WEAR
40,107348,Monday,30869740222.0,1,PERSONAL CARE
9,107496,Monday,1284415899.0,1,ELECTRONICS
40,176917,Friday,2226612015.0,1,INFANT CONSUMABLE HARDLINES
40,54871,Saturday,7224013381.0,1,PRODUCE
40,22373,Monday,89010451200.0,3,BATH AND SHOWER
40,54292,Saturday,22616700000.0,2,MEAT - FRESH & FROZEN
37,11741,Saturday,71631052184.0,1,PRODUCE
7,169072,Thursday,20609900000.0,1,SERVICE DELI
40,54732,Saturday,7874212216.0,1,GROCERY DRY GOODS
39,46019,Friday,76163520200.0,1,PRODUCE
39,189287,Sunday,38137002494.0,1,INFANT CONSUMABLE HARDLINES
999,77431,Wednesday,2269750094.0,-1,SPORTING GOODS
30,99118,Saturday,3421.0,1,PRODUCE
8,141903,Saturday,68113138884.0,1,PRODUCE
39,78281,Wednesday,5150092906.0,1,GROCERY DRY GOODS
44,96341,Saturday,4155465049.0,2,BEAUTY
40,47624,Friday,2700061286.0,1,GROCERY DRY GOODS
40,144018,Sunday,7874237155.0,1,DSD GROCERY
40,54563,Saturday,4300006371.0,-1,DSD GROCERY
40,37058,Wednesday,7874200048.0,3,DSD GROCERY
32,140247,Saturday,1468155426.0,1,INFANT APPAREL
39,67061,Monday,4400000306.0,1,IMPULSE MERCHANDISE
40,27571,Tuesday,3338311010.0,1,PRODUCE
40,42546,Thursday,88883306497.0,1,SHOES
8,105357,Sunday,7940035298.0,1,PERSONAL CARE
39,170675,Thursday,2265571555.0,1,MEAT - FRESH & FROZEN
39,23958,Monday,88564501238.0,3,BEAUTY
40,110253,Monday,3450063210.0,1,DAIRY
39,73220,Tuesday,3700007190.0,1,PERSONAL CARE
32,114095,Tuesday,3600043502.0,1,INFANT CONSUMABLE HARDLINES
44,75183,Tuesday,68113118393.0,1,PHARMACY OTC
40,83826,Thursday,7027710520.0,1,SERVICE DELI
36,108332,Monday,3700090368.0,1,PERSONAL CARE
40,92740,Friday,5100011553.0,1,GROCERY DRY GOODS
40,179798,Saturday,4145712309.0,1,PERSONAL CARE
5,110230,Monday,7874243518.0,1,PHARMACY OTC
38,103510,Sunday,4416.0,1,PRODUCE
40,61284,Sunday,88796105955.0,1,TOYS
40,146624,Sunday,2100005237.0,1,GROCERY DRY GOODS
32,99031,Saturday,7874214223.0,1,FROZEN FOODS
38,42730,Thursday,8768400099.0,1,DSD GROCERY
36,35549,Wednesday,7278510112.0,2,PERSONAL CARE
32,74058,Tuesday,7007458056.0,1,INFANT CONSUMABLE HARDLINES
40,46303,Friday,7045900558.0,3,FROZEN FOODS
999,21937,Monday,68113178253.0,-1,FINANCIAL SERVICES
26,154116,Monday,3000001320.0,1,GROCERY DRY GOODS
25,130533,Thursday,88491883055.0,1,LADIESWEAR
3,117543,Tuesday,68113107939.0,1,FINANCIAL SERVICES
39,2351,Friday,2420000450.0,1,HOUSEHOLD CHEMICALS/SUPP
32,12517,Saturday,7432309750.0,1,GROCERY DRY GOODS
40,171817,Thursday,3700042688.0,2,PHARMACY OTC
42,147993,Sunday,3500039013.0,1,HOUSEHOLD CHEMICALS/SUPP
28,121444,Wednesday,7314906576.0,1,HOME MANAGEMENT
38,56717,Sunday,4127100955.0,1,DAIRY
9,142090,Saturday,3160070239.0,1,SHOES
25,11010,Saturday,471984904606.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
24,2152,Friday,80009353502.0,1,GROCERY DRY GOODS
33,29152,Tuesday,3700088207.0,1,HOUSEHOLD PAPER GOODS
6,140144,Saturday,2610000130.0,1,"CANDY, TOBACCO, COOKIES"
25,73632,Tuesday,7630660200.0,1,SERVICE DELI
39,143407,Saturday,6233887979.0,1,HOUSEHOLD CHEMICALS/SUPP
40,96493,Saturday,4460031178.0,1,LAWN AND GARDEN
40,27177,Tuesday,2840006404.0,1,DSD GROCERY
40,125282,Thursday,5150025516.0,1,GROCERY DRY GOODS
40,133248,Friday,2700050007.0,5,GROCERY DRY GOODS
40,164035,Wednesday,68631727548.0,1,JEWELRY AND SUNGLASSES
32,189546,Sunday,4721376100.0,1,INFANT APPAREL
40,44661,Friday,6414404551.0,3,GROCERY DRY GOODS
35,41580,Thursday,4300003546.0,1,GROCERY DRY GOODS
40,102124,Sunday,68113104905.0,1,BEAUTY
24,19446,Sunday,20270500000.0,1,SERVICE DELI
5,111629,Monday,88462310054.0,1,PHARMACY OTC
18,46237,Friday,4824291525.0,1,TOYS
40,3035,Friday,84873700341.0,1,GROCERY DRY GOODS
39,52215,Saturday,1410008543.0,1,COMM BREAD
40,187055,Sunday,3056108901.0,1,IMPULSE MERCHANDISE
38,46773,Friday,6343589111.0,2,HOUSEHOLD PAPER GOODS
42,60729,Sunday,7675333443.0,2,HOME MANAGEMENT
5,188119,Sunday,7874209546.0,1,PHARMACY OTC
40,97847,Saturday,3338340010.0,1,PRODUCE
32,106497,Sunday,7763304338.0,1,COMM BREAD
40,41828,Thursday,3686524511.0,4,LAWN AND GARDEN
42,88257,Friday,25500400000.0,1,BAKERY
37,12965,Sunday,3338365162.0,1,PRODUCE
27,92492,Friday,3940001635.0,2,GROCERY DRY GOODS
38,62781,Sunday,7518500001.0,1,COMM BREAD
8,103401,Sunday,4129497282.0,2,HOUSEHOLD CHEMICALS/SUPP
5,129874,Thursday,1800000210.0,1,DAIRY
38,104658,Sunday,3320018086.0,1,PERSONAL CARE
7,64077,Monday,7874235296.0,1,GROCERY DRY GOODS
15,85869,Thursday,4900003165.0,1,DSD GROCERY
26,80036,Wednesday,7068656846.0,1,HARDWARE
7,85388,Thursday,7453475642.0,1,FROZEN FOODS
40,179029,Saturday,61659450605.0,1,DAIRY
36,12529,Saturday,69702921104.0,1,PERSONAL CARE
39,100106,Sunday,4140503670.0,1,PERSONAL CARE
36,147195,Sunday,2840043774.0,1,IMPULSE MERCHANDISE
9,93254,Saturday,72450405005.0,1,PAINT AND ACCESSORIES
37,118049,Tuesday,4022.0,1,PRODUCE
38,84350,Thursday,3338353610.0,1,PRODUCE
40,158691,Tuesday,4016.0,1,PRODUCE
38,157897,Tuesday,2970000139.0,2,GROCERY DRY GOODS
39,67631,Monday,4900005025.0,1,DSD GROCERY
35,39287,Thursday,4900000044.0,1,DSD GROCERY
24,91876,Friday,84943400199.0,1,COOK AND DINE
39,92685,Friday,7314981082.0,1,HOME MANAGEMENT
24,6972,Saturday,4650074678.0,1,HOUSEHOLD CHEMICALS/SUPP
25,3833,Friday,4900002470.0,1,DSD GROCERY
37,138772,Saturday,4046.0,1,PRODUCE
5,182357,Saturday,33820603021.0,1,PHARMACY OTC
41,105576,Sunday,84970900289.0,1,BATH AND SHOWER
999,127481,Thursday,78175657101.0,-1,HARDWARE
25,81841,Thursday,80469175167.0,1,SWIMWEAR/OUTERWEAR
42,89644,Friday,77898808521.0,-1,TOYS
39,72777,Tuesday,2100002696.0,1,GROCERY DRY GOODS
24,59018,Sunday,68805730866.0,1,HOME MANAGEMENT
36,190709,Sunday,5200020805.0,1,DSD GROCERY
7,122306,Wednesday,4132100572.0,1,GROCERY DRY GOODS
7,73176,Tuesday,3400024502.0,-1,"CANDY, TOBACCO, COOKIES"
6,5267,Friday,8200076200.0,1,"LIQUOR,WINE,BEER"
39,112665,Monday,1600037420.0,1,GROCERY DRY GOODS
40,92641,Friday,7874222682.0,1,DSD GROCERY
38,110492,Monday,7874235188.0,1,DAIRY
40,54815,Saturday,7874201228.0,1,COMM BREAD
40,5236,Friday,4470003050.0,1,PRE PACKED DELI
40,20685,Monday,4610000715.0,1,DAIRY
40,169944,Thursday,3800026500.0,1,GROCERY DRY GOODS
37,44544,Friday,22587400000.0,1,MEAT - FRESH & FROZEN
39,102095,Sunday,70897192380.0,1,BAKERY
21,169897,Thursday,7535310386.0,1,OFFICE SUPPLIES
40,78913,Wednesday,2840000289.0,1,DSD GROCERY
40,128566,Thursday,2100005234.0,1,GROCERY DRY GOODS
36,173731,Friday,3700000340.0,1,PERSONAL CARE
44,104061,Sunday,4900004566.0,1,DSD GROCERY
39,126400,Thursday,38137116147.0,1,PHARMACY OTC
33,34995,Wednesday,82982601190.0,1,LADIESWEAR
40,34107,Wednesday,2066200284.0,1,GROCERY DRY GOODS
39,40379,Thursday,8265771016.0,1,DSD GROCERY
42,126421,Thursday,7535311832.0,1,OFFICE SUPPLIES
38,35453,Wednesday,67811237561.0,1,PHARMACY OTC
37,39951,Thursday,7432302961.0,1,DSD GROCERY
32,101374,Sunday,30087123945.0,1,INFANT CONSUMABLE HARDLINES
24,51657,Saturday,3426446599.0,1,COOK AND DINE
40,143194,Saturday,5160000001.0,1,GROCERY DRY GOODS
40,102405,Sunday,7874204033.0,1,HOUSEHOLD PAPER GOODS
40,105764,Sunday,4000049594.0,1,"CANDY, TOBACCO, COOKIES"
40,28988,Tuesday,5000044569.0,1,PETS AND SUPPLIES
40,95981,Saturday,68113107009.0,1,PERSONAL CARE
39,169020,Thursday,6414403031.0,1,GROCERY DRY GOODS
40,104249,Sunday,7874211433.0,1,DSD GROCERY
24,155683,Monday,82415047912.0,1,PRODUCE
40,63801,Monday,1920082607.0,1,HOUSEHOLD CHEMICALS/SUPP
40,98869,Saturday,7314910359.0,1,HOME MANAGEMENT
38,185848,Sunday,7874242963.0,2,DSD GROCERY
8,127690,Thursday,7940006671.0,1,PERSONAL CARE
40,55201,Saturday,7432309461.0,1,COMM BREAD
39,57555,Sunday,75609300239.0,1,HOUSEHOLD CHEMICALS/SUPP
999,117633,Tuesday,2840006408.0,-1,DSD GROCERY
37,57164,Sunday,4103.0,1,PRODUCE
44,187977,Sunday,1326263750.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
33,102507,Sunday,7874201185.0,1,HOUSEHOLD CHEMICALS/SUPP
40,99466,Saturday,7874237139.0,2,GROCERY DRY GOODS
36,189658,Sunday,7410811098.0,1,PERSONAL CARE
40,93552,Saturday,6025835501.0,1,HARDWARE
40,17339,Sunday,3600001003.0,2,PHARMACY OTC
40,172267,Friday,7092210422.0,2,HOUSEHOLD CHEMICALS/SUPP
36,67012,Monday,60538898776.0,1,PHARMACY OTC
39,6745,Saturday,75752800879.0,1,IMPULSE MERCHANDISE
36,64895,Monday,4300000274.0,1,FROZEN FOODS
999,124349,Wednesday,30521026625.0,-1,BEAUTY
39,11086,Saturday,4400003210.0,1,IMPULSE MERCHANDISE
9,20903,Monday,78905060414.0,1,LADIESWEAR
36,91923,Friday,4116706629.0,1,PERSONAL CARE
8,32568,Wednesday,4129440112.0,1,HOUSEHOLD CHEMICALS/SUPP
39,7275,Saturday,63165660477.0,1,PHARMACY OTC
8,68856,Monday,5210007103.0,1,GROCERY DRY GOODS
38,189540,Sunday,2200001189.0,2,"CANDY, TOBACCO, COOKIES"
24,56828,Sunday,82721400431.0,1,HARDWARE
40,17786,Sunday,30573016940.0,1,PHARMACY OTC
44,51941,Saturday,72326168937.0,1,SHOES
29,189110,Sunday,63189912210.0,1,COOK AND DINE
999,66872,Monday,5027698934.0,-1,HARDWARE
37,35050,Wednesday,7874203807.0,1,DAIRY
999,85919,Thursday,2800000820.0,1,DSD GROCERY
39,85804,Thursday,7874203851.0,1,DSD GROCERY
40,117968,Tuesday,4850001833.0,1,DAIRY
40,164468,Wednesday,2370001452.0,1,FROZEN FOODS
40,86336,Thursday,68113106998.0,1,PERSONAL CARE
39,96237,Saturday,8686114001.0,2,LAWN AND GARDEN
5,110276,Monday,7225000376.0,1,COMM BREAD
8,82601,Thursday,3400049108.0,1,"CANDY, TOBACCO, COOKIES"
40,88011,Friday,31015808375.0,1,PERSONAL CARE
39,14095,Sunday,88309608527.0,2,MENS WEAR
40,175523,Friday,4470006647.0,1,PRE PACKED DELI
38,89122,Friday,60538871457.0,-1,DAIRY
38,167721,Thursday,7560904162.0,1,BEAUTY
34,143362,Saturday,61884223751.0,1,PETS AND SUPPLIES
40,175523,Friday,7460909282.0,1,GROCERY DRY GOODS
24,180804,Saturday,7671108945.0,1,PETS AND SUPPLIES
36,147195,Sunday,63084090322.0,2,PERSONAL CARE
25,69977,Tuesday,3700012433.0,1,PERSONAL CARE
8,80501,Wednesday,775014200016.0,1,PRODUCE
40,94475,Saturday,4000000032.0,1,IMPULSE MERCHANDISE
7,65484,Monday,7874212104.0,1,DAIRY
39,112278,Monday,4383465250.0,1,"GIRLS WEAR, 4-6X  AND 7-14"
42,125329,Thursday,2264300414.0,1,SPORTING GOODS
39,154548,Monday,7874207363.0,1,HOUSEHOLD PAPER GOODS
7,153315,Monday,88785404204.0,1,LADIESWEAR
39,10181,Saturday,4900005010.0,1,DSD GROCERY
40,5752,Friday,66408114681.0,1,PRODUCE
